Name,Description,CalculatedPopularityScore,carbohydrates,fat,protein,calories,protein-cal-ratio,Label,Image,UrlLink,Latitude,Longitude,,,
Onion Rings,"<p>Onion rings are a popular American side dish item that is usually served alongside burgers or other fast food varieties, and they are usually accompanied by ketchup, mayonnaise, or some other dipping sauce. These crispy rings are commonly found in the United States, Canada, Ireland, Asia, Australia, and the United Kingdom. This popular side dish is made by dipping onion rings in batter, then deep-frying them until golden and crispy. It is still unknown who made the first onion ring, but the earliest recipe for this caloric side dish is found in John Molland's 1802 cookbook titled <em>The Art of Cookery Made Easy and Refined</em>, where the recipe suggested that the rings should be fried with parmesan cheese. Today, numerous restaurants claim that they invented the onion rings, one of them being <em>Pig Stand</em> from Oak Cliff, Texas. Regardless of the inventor, there is a large variety of onion rings today, such as <em>beer batter onion rings</em>, <em>blooming onion rings</em> (using whole onions), and <em>kanda bhajiya</em>, a fritter with gram flour batter. Onion rings are so popular that there is even a <em>National Onion Ring Day</em>, celebrated every year on June 22.</p>",28,29.52894737,13.75421053,4.004736842,259.8789474,0.015410009,Onion Rings,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/2218ac820f78418d954e3f5a34f423d9.png,onion-rings,38.89407856,-77.03393492,,,
Hollandaise sauce,"<p>This butter and egg emulsion is one of the five mother sauces of French cuisine, and one of the most famous sauces in western cuisine. It consists of an emulsion of egg yolks and melted or clarified butter with salt, pepper, and an acidic note added by either a splash of lemon juice or a combination of water and wine vinegar. Although the inventor of the sauce remains unknown, some claim that hollandaise was originally invented in the Netherlands before being brought to France by the Huguenots. Other food historians claim that it was originally called Isigny, a sauce that was especially popular in Normandy, but that the name changed during World War I due to the fact that butter was scarce and had to be imported into France from the Netherlands. The earliest mention of the sauce is found in a 1593 Dutch cookbook, and Pierre La Varenne described a similar sauce in his 1651 cookbook Le Cuisinier fran&ccedil;ois. Hollandaise sauce is most commonly used to season fish and steamed vegetables such as asparagus. It is also a key ingredient of eggs Benedict, and as a mother sauce, it is also used as the foundation for a variety of other sauces, such as B&eacute;arnaise and sauce au vin blanc.</p>",28,3.129126316,13.57575789,1.402642105,139.7566316,0.010036319,Hollandaise sauce,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/d89e5c788387434381dc99875c4d3aca.png,hollandaise-sauce,48.85764616,2.35015204,,,
Varenye,"<p>Varenye is a traditional Russian dessert consisting of various fruits and berries cooked together with sugar. The ingredients should not lose their shape, dissolve, or overcook in order for varenye to be properly prepared. Originally, varenye was cooked with honey before 1801 because Russia didn't produce its own sugar, and imported sugar was too expensive. Today, varenye is traditionally served at Russian tea parties, and the most popular varieties are prepared with strawberries, apricots, blueberries, and cherries. There are also some exotic varieties made with dandelion, tangerine, and rose petals. It can be consumed on its own, used as a topping for pancakes, or as a filling for various cookies and pies. Varenye is so popular that it was even one of the favorite desserts of some Russian tsars, Catherine II, and Ivan the Terrible.</p>",28,63.66666667,0.033333333,0.1,251,0.000398406,Varenye,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/3e3569a428e746f1b8fb52e44642fed7.png,varenye,55.75135704,37.62036765,,,
Calzone Pizza,"<p>This unique type of pizza is characterized by its half-round shape, made by folding a full-sized pizza in half. Hailing from 18th century Naples, calzone literally means pant leg, referring to the fact that calzone's original purpose was to be a pizza which can be consumed while walking or standing. Typically, calzones are filled with meats such as salami or ham and cheeses such as mozzarella, ricotta, parmesan, and pecorino whereas fried calzones with mozzarella and tomatoes are a specialty from the Italian region of Apulia, and are known as <em>panzerotti</em>. In the United States and the rest of the world, calzones gained in popularity after being the central theme of an episode of the hit TV show <em>Seinfeld</em> in 1996.</p>",28,78.16,31.42529412,34.55235294,749.7058824,0.046087878,Calzone Pizza,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/0efe5d5d1587428b9d8a35a5e6b2dc4a.png,calzone,40.84094254,14.24478222,,,
Corn on the Cob,"<p>Corn on the cob is an American snack made by steaming, roasting, grilling, or boiling sweet corn. Ideally, it should be freshly picked, while its kernels are tender. The corn can be grilled in its husk or without it. Once done, the corn is placed on a stick, a cob shank, or a skewer, which is used so that the hands don't touch the piping hot kernels. The snack is quite often seasoned with salt or smeared with butter. Although it is not known who was the first to place corn on the cob, it is known that the ancient Mayans ate corn off the cob after it has been boiled or roasted.</p>",28,21.20947,1.80175,3.515115,104.494,0.033639396,Corn on the Cob,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/f9029d87c1984ce3a1ab1b3461331425.png,corn-on-the-cob,41.59168049,-93.60922306,,,
Migas,"<p>Migas is a traditional, ancient dish in Spanish and Portuguese cuisine. At its base, it is made from softened bread cooked in fat. Its name, <em>migas</em>, is literally translated to <em>crumbs</em>, referring to its key ingredient - breadcrumbs. In Spain, the ingredients vary from region to region. Generally, the dish consists of water-soaked bread, garlic, paprika, and olive oil. Regional varieties include ingredients such as spinach, chorizo, and bacon. It is usually served as an appetizer before the main meal. In Portugal, migas is made with wheat or corn bread crumbs, garlic, and olive oil. Regional varieties of the dish include ingredients such as asparagus, tomatoes, coriander, kale, beans, or rice, and it is served as a side dish to numerous meat-based main dishes. Although migas is a highly caloric meal, it is often praised as great winter food that is extremely flavorful and easy to prepare.</p>",28,31.67733158,23.65451053,17.83104211,437.4149474,0.040764593,Migas,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/719baf4281314257b576bb08bc685cc9.png,migas,40.41623889,-3.694986779,,,
Milanesa,"<p>Often referred to as Argentina's unofficial national dish, milanesa is a humble, yet delicious meal consisting of a breaded slice of prime beef that is fried in hot oil, curling up as it cooks, due to the fact that the chosen cuts of meat have less fat and sinew than other cuts. The dish shares many similarities with the Austrian <em>Wiener schnitzel</em> and the American <em>chicken fried steak</em>. However, milanesa has its roots in Italy, and the original dish has been traced to the city of Milan and the famous <em>cotoletta alla milanese</em>. Some claim that the best milanesa in Buenos Aires will always be prepared at home, cooked by someone's mother, although many restaurants also have it on their menus. For the pure, basic experience, it is enough to squeeze some lemon juice over it, but it is often served with a side of creamy mashed potatoes or french fries, while one of the most popular varieties is called <em>a caballo</em> (on horseback), where a fried egg is placed on top of the meat.</p>",28,7.5295,6.8185,19.9285,176.9,0.112654042,Milanesa,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/b7c718631e9043cda9e38f176fc45641.png,milanesa,-34.6065219,-58.43621254,,,
Pico de gallo,"<p>Unlike most other types of salsa, pico de gallo is of solid consistency, made with a combination of coriander, onions, tomatoes, and hot peppers such as serranos or jalape&ntilde;os. Pico de gallo is very popular due to its bold flavors and the fact that the preparation process is quite simple: the ingredients should only be chopped, seasoned, and mixed together, and the salsa is ready to be served. Its name is means <em>rooster's beak</em>, but the origins of the name remain a mystery. However, there are some interesting theories about the origin of its name. Some believe that the dish got its name because the salsa was consumed using the thumb and index finger, an action reminiscent of the rooster's beak sting. Others claim that the name is derived from the color of the salsa, which is reminiscent of rooster's feathers. The third theory says it's because the ingredients are chopped to the same size as the food of a rooster. Whatever the origin of its name might be, pico de gallo brings freshness and flavor to numerous meat, fish, and egg dishes, or traditional Mexican dishes such as <em>tacos</em>, <em>nachos</em>, and <em>quesadillas</em>.</p>",28,3.34124375,0.31533125,0.5366875,17.25116875,0.031110211,Pico de gallo,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/0fa47b62b6094289b30987a0056c80fc.png,pico-de-gallo,19.43229652,-99.13305607,,,
Cremeschnitte,"<p>Cremeschnitte is a <span data-preserver-spaces=""true"">vanilla-flavored custard cream cake and an absolute classic among central and eastern European desserts. </span><span data-preserver-spaces=""true"">It is known by many names, most of which have stemmed from the German </span><em>cremeschnitte</em><span data-preserver-spaces=""true"">, and literally translate to either </span><em>cream slice</em><span data-preserver-spaces=""true""> or, in some cases, </span><em>cream pie</em><span data-preserver-spaces=""true"">. </span>According to <em>Historical Sociolinguistics</em>, it is believed that the origins of the cremeschnitte date back to the blend of two cuisines in the Austro-Hungarian empire. However, its Polish name <em>Napoleonka</em> indicates that this dessert might have possibly originated from the French <em>mille-feuille</em>, which is also known as <em>the Napoleon</em> - another pastry whose exact origin is unknown, even though its modern form was said to be influenced by improvements of Marie-Antoine Car&ecirc;me, the famous French chef-extraordinaire. Still, while the Napoleon is made up of three layers of puff pastry alternating with two layers of pastry cream, the typical cremeschnitte is made with only two layers of puff pastry held together by a hefty amount of vanilla-flavored pastry cream, which is sometimes topped with a thin layer of whipped cream. Cremeschnitte is most often simply sprinkled with icing sugar, but it can also be topped with a glossy and smooth <em>glac&eacute;</em> icing, and nicely decorated with a traditional <em>chevron</em> design. Two of the most popular cremeschnitte varieties include the aforesaid Polish Napoleonka or <em>krem&oacute;wka</em>, which was known to be the favorite dessert of Pope John Paul II, and Slovenian <em>kremna rezina</em>, the signature dessert of Bled; a popular Alpine resort settled on the shores of the eponymous lake.</p>",28,36.744,17.705,5.841,322.74,0.01809816,Cremeschnitte,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/d0e8e6e561d54842a175c857a207edc9.png,cremeschnitte,48.2074098,16.38345239,,,
Pizza marinara,"<p>Marinara is a Neapolitan pizza with a topping of tomatoes, oregano, garlic, extra virgin olive oil, and sometimes fresh basil. Its name is not derived from the popular belief that it has seafood on it (because it does not), but because it was a staple food of the fishermen who consumed it upon their return home from fishing in the Bay of Naples. Some claim it was invented at Pizzeria <em>Port'Alba</em> in 1734, considered the oldest pizzeria in the world. Marinara is a part of protected Napoletana pizzas, with specific rules concerning the production process, the dough, and the key ingredients used in making the pizza.</p>",28,57.86718889,7.777838889,13.37085,372.5212778,0.035892849,Pizza marinara,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/b0be869e43e9447c9c06751540153e49.png,pizza-marinara,40.84004783,14.24780846,,,
Sachertorte,"<p>The original Sachertorte is the most famous Austrian cake. It is a classic, layered chocolate sponge cake that is thinly coated with high-quality apricot jam and topped with chocolate icing. Sachertorte is said to taste the best when accompanied by a small cloud of unsweetened whipped cream on the side. It was invented in 1832 by Franz Sacher, a pastry chef for Prince Clemens Lothar Wensel Metternich, the State Chancellor of Austria at the time. The prince wanted a new cake, and Sacher, 16 years old at the time, obliged him by creating something new from ingredients that were readily available in the kitchen. Suffice to say, the cake was a huge hit, and Franz's son Eduard opened a hotel called <em>Sacher</em> in 1876, serving the popular cake up to this day. Today, almost every coffee house in Vienna has its own version of the cake, but no two cakes are quite alike. In order to avoid confusion, it is recommended to look for the official Sacher chocolate seal on top of the cake, which can only be found on the Original Sacher, produced by Hotel Sacher in a quantity of approximately 360,000 cakes per year. Interestingly, from 1954 to 1963, Hotel Sacher went through a legal battle with their rival, Demel cafe, and the court proceedings focused on which one had the right to call its Sachertorte the original. The issues that were discussed included whether the cake should have an additional layer of apricot jam in the middle, and whether to use margarine or butter. Following a long seven-year dispute, the parties have reached an agreement&mdash;and the original Sacher torte is now only found at the Hotel Sacher. Nevertheless, Demel version, which does not have the additional layer of apricot jam in the middle, is almost equally popular.</p>
",28,48.834,15.889,5.022,362.45,0.013855704,Sachertorte,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/d953a95ccda442a1ae272f515781c228.png,sachertorte,48.18603516,16.36413574,,,
Bratwurst,"<p>What was once an item for survival during the cold winter months and a technique of not wasting meat scraps is nowadays a delicacy consumed throughout Germany and abroad. Bratwurst stems from two words, an Old High German word <em>brat</em>, meaning <em>meat without waste</em>, and <em>wurst</em>, which means<em> sausage</em>. Bratwurst has origins with the Celtics, but the Franconians developed it further. It dates back to the 1300s in a region that would eventually become Eastern Germany. Bratwurst is usually consumed for breakfast, due to the tradition of farmers who would make the sausages in the morning and eat them by noon, as they would otherwise spoil. Technically, a bratwurst must be made from either pork, veal, or beef, but there are more than 40 varieties of the sausage throughout Germany. The oldest recipe for bratwurst was discovered in 2000 by a historian named Heinrich H&ouml;llerlhas. The same recipe, for the <em>Thuringian bratwurst</em> (one of the most famous varieties), says that the makers had to use only the purest, unspoiled meat in the production process. Today, bratwursts are commonly served with sauerkraut, potato salad, horseradish, or mustard in Germany, but the sausages are also popular in the United States, especially in Wisconsin, where they are commonly found at summer cookouts and barbecues.</p>",28,2.546125,20.17515,14.3031,259.6525,0.055085547,Bratwurst,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/bcdd51a23f934cfcab7eb94c3f13320f.png,bratwurst,49.44970133,11.07997481,,,
Khachapuri,"<p>This simple cheese bread known as khachapuri is the most famous dish in Georgia. It is traditionally topped with melted cheese, eggs and butter. There are different types of khachapuri, and even though some new cheese varieties such as mozzarella and feta have been incorporated in the dish, the most common additions still include traditional Georgian <em>Sulguni</em> or <em>Imeretian</em> cheese. It is shaped into different forms, and depending on the baking procedure and its form, it can be consumed individually or shared. Two of the most common varieties include the <em>Imeretian khachapuri</em>, shaped into a circular form, and <em>Adjaran khachapuri</em>, the open-faced version topped with butter and a raw egg on top. Although it is considered a snack, khachapuri can often be consumed as a full meal. It can also be bought at numerous kiosks located alongside Georgian roads. Khachapuri is also often prepared in Russia, in the whole area of the former Soviet Union, and throughout the world.</p>",27,47.51551667,23.84842778,20.48847222,499.5964444,0.041010044,Khachapuri,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/f100f7a74309480ea6af64047c21ed82.png,khachapuri,41.69260122,44.80322526,,,
Karedok,"<p>Karedok is the traditional Indonesian version of a vegetable salad. This simple and healthy dish calls for fresh and raw ingredients which are sliced and served with a traditional peanut sauce. The most common vegetables in karedok include cucumbers, cabbage, green beans, Thai basil, bean sprouts, and eggplant, however, other vegetables can be used as well. The sauce is made by grinding fried peanuts together with salt, palm sugar, and chili. The flavor of the sauce can be adjusted with other ingredients such as shrimp paste or garlic. Due to the usage of peanut sauce, karedok is often compared with another Indonesian specialty, <em>gado-gado</em>, but it is still distinguished by the usage of only raw ingredients. Karedok originated in West Java and is traditionally associated with the Sundanese ethnic group. In Indonesia, karedok can be found at food stalls, traditional hawker-style food courts, and restaurants. However, for the Sundanese community, it represents a daily dish, eaten at any time of the day, and it is usually served together with rice, tofu, tempeh and <em>krupuk -</em> traditional Asian prawn crackers.</p>",27,30,7,5,196,0.025510204,Karedok,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/12f35a2ad81b49968e4b48590b625547.png,karedok,-6.936618511,107.6062071,,,
Crostini,"<p>Crostini are a group of Italian appetizers consisting of small pieces of toasted or grilled bread topped with a variety of flavorful toppings. Crostini are believed to have originated during the Middle Ages, when poor Italian peasants used to eat their food off of bread instead of plates. The bread was often stale, so it had to be soaked in a liquid such as wine to make it edible. Today, crostini are topped with virtually anything from olive oil, fresh herbs, and garlic to cheeses, olives, spinach, and tomatoes. They can be served as bar snacks, appetizers, or in soups, and in some cases, crostini can be served as a side dish with steak tartare.</p>",27,28.56229444,7.889688889,4.597105556,206.8511111,0.022224225,Crostini,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/eb3c0bde6d97483893f14c22781da77c.png,crostini,41.89249155,12.48469006,,,
Guly??s,"<p>This Hungarian specialty is prepared with meat, traditionally beef, that is simmered in a rich paprika-infused broth, usually alongside onions, bell peppers, root vegetables, various spices, and occasionally tomatoes. Guly&aacute;s is a well-known dish that enjoys immense popularity even outside the Hungarian borders. In many countries, the word is synonymous with a thick stew, while in Hungary guly&aacute;s mostly represents a soup-like dish. It closely resembles <em>p&ouml;rk&ouml;lt</em>&mdash;a thick Hungarian stew consisting of meat, onions, and selected spices&mdash;which is what most people outside of Hungary associate with the word guly&aacute;s (<em>goulash)</em>. They both originated as traditional, rustic dishes that appeared in their modern-day form in the 18th century when paprika became a commonly used spice. In Hungary, guly&aacute;s is traditionally served accompanied by <em>csipetke</em> pasta or bread and is mainly enjoyed as a hearty main course.</p>",27,14.40111111,11.35888889,14.74111111,242.2222222,0.060857798,Guly??s,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/66b7cdb0e8534f5c8259a0434db1393a.png,gulyas,47.49759811,19.04729091,,,
Sunday Roast,"<p>Possibly the most famous of all English dishes alongside fish and chips, Sunday roast is traditionally made for the big family meal of the week, Sunday lunch. Depending on the area, some carve the meat in thin slices in the kitchen and bring it to the table, while others carve it on the family table so that everyone can enjoy the view. Although beef is the most traditional option, lamb, duck, goose, pork, or turkey are also often used for Sunday roast. The meat is almost always accompanied by roasted potatoes, fresh seasonal vegetables such as broccoli, cabbage and parsley, carrots with coriander, and a thick, rich gravy. As a side dish, Yorkshire puddings are served on the same plate, baked beneath the meat, oozing with juicy meat drippings. Sunday roast is not just a dish of the week, but also a philosophy, representing family, friends, love, friendship and sharing.</p>",27,48.08461538,22.16153846,43.69230769,579.0769231,0.075451647,Sunday Roast,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/a0f80aad6cdc42c88999aad355a1edfa.png,sunday-roast-beef,51.50684993,-0.126868303,,,
Chinese Mitten Crab,"<p>Easily identifiable by the patches of scruffy dark hair on its claws, the succulent, moist, and meaty Shanghai hairy crab is a delicacy that is large as an adult person's palm. Its flesh is firm, yet tender and delicate, so it is always steamed whole, without any seasonings, while the meat is much sweeter than regular crabmeat. When consumed, it is typically dipped into a combination of rice vinegar and soy sauce, then topped with sliced ginger. These crabs are traditionally eaten hot, and two to four crabs per person usually makes a satisfying meal. Hairy crabs are in season from September until mid-November, a time of the year when the city's neighbourhoods are interspersed with markets and high-end restaurants offering this delicacy. The Chinese people believe that hairy crab has a cooling (<em>yin</em>) effect on the body, so it should be paired with suitable warming foods and beverages such as the potent yellow rice wine.</p>",27,7.048125,4.994375,6.960625,100.1125,0.069528031,Chinese Mitten Crab,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/9cb9110c33d34b03b6ac18ca168c08c1.png,shanghai-hairy-crab,31.21645214,121.4365049,,,
Ketupat,"<p><em>Ketupat</em> are unique Asian rice cakes, prepared and sold in traditional woven containers made out of palm, coconut, or pandan leaves. Although they appear in numerous shapes and sizes, the most common variety is the cube-shaped ketupat, resembling a tiny woven basket. When the pouch is completed, the rice is securely sealed inside, and the whole packet is usually boiled in water, or occasionally in a mixture of coconut milk and water. After they have been boiled, the cakes need to be chilled, and because of their distinct texture they can easily be cut into slices. Ketupat can be found in many Asian countries, but its origin is usually associated with the Indonesian island of Java. Ketupat is particularly important during the Eid festival in the Muslim community. It also holds a strong religious symbolism, according to which the intricately woven leaves represent the mistakes caused by human nature, and the white rice inside stands for innocence, purity, and the final deliverance of sins. Sliced ketupat is usually served alongside famous Indonesian <em>rendang</em>, different curry varieties, sliced cucumbers, or it can simply be topped with a delectable peanut sauce.</p>",27,43.27176471,7.671176471,4.563529412,207.5235294,0.021990419,Ketupat,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/b3e2956536f84e23a7daa3ac5abdaf71.png,ketupat,-6.176236257,106.8316838,,,
F??ngl??s??,"<p>F&egrave;ngl&iacute;s?? are Taiwanese pineapple cakes, one of the country's most popular desserts and souvenirs. The cakes consist of a buttery, crumbly crust that is filled with a tangy, slightly sweet pineapple jam. The name of the dish is derived from <em>f&egrave;ng l&iacute;</em>, meaning <em>pineapple</em>, and <em>s??</em>, meaning <em>shortcake</em>. Originally, they were prepared during the period of China's Three Kingdoms Dynasty. The three kingdoms were separated into Wei, Shu, and Wu kingdoms, and the emperor of Shu wanted to marry a sister of Wu's emperor, so he sent a large pineapple cake as a gift. Today, the cakes are much smaller and are one of the best-selling souvenirs in Taiwan. It is recommended to serve the cake warm, preferably with a cup of hot tea on the side.</p>",27,0,0,0,0,0,F??ngl??s??,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/4f978092dcc149f5b3f3508918b75866.png,fenglisu,25.03676095,121.5649413,,,
Mandi,"<p><em>Mandi</em> is Yemen's national dish, native to Hadhramaut province, consisting of lamb or chicken meat, fragrant basmati rice and a mixture of various spices. If lamb is used in the dish, it should be small-sized and as young as possible, to further enhance the flavors. To make Mandi, the meat should be cooked in the <em>tandoor</em>, a specially designed hole in the ground covered with clay and charcoal, acting as an oven for the suspended meat above it. It is then closed and no smoke is allowed to go outside as it flavors the meat instead. When the meat is tender and juicy, it is served with rice and accompaniments such as salads, yogurt, and spicy tomato chutneys. Beloved in Yemen and the rest of the Arabian Peninsula, mandi is often served for special events, such as feasts and weddings.</p>",27,54.94845,9.313,17.1485,330.15,0.051941542,Mandi,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/dd918aa4d8c147cfab7eb0a926855fa6.png,mandi,14.54530609,49.12332763,,,
Tsukemono,"<p>Thinly sliced Japanese pickles collectively called tsukemono (lit. pickled things) are an indispensable part of almost every <em>washoku</em>, a traditional Japanese meal. Tsukemono can be served as an accompaniment or garnish for meals, but it can also be served with rice as an <em>okazu</em> (side dish), with drinks as an <em>otsumami</em> (snack), or even as a part of <em>chanoyu</em>, the Japanese tea ceremony. These pickles of various colors and shapes are made from many different preserved fruits and vegetables; the most popular include daikon radish, aubergine, cucumbers, sour plums, turnips, carrots, gobo root, nappa cabbage, ginger, and shiso buds. Even though they can easily be prepared at home, Japanese pickles are available for purchase in most Asian grocery stores, and depending on the type of preservation, tsukemono comes in countless varieties and regional specialties. Some of the most popular are salt-pickled <em>shiozuke</em>, the simplest and easiest tsukemono to prepare; <em>suzuke</em> pickles brined in Japanese rice vinegar; the sweet and salty <em>shoyuzuke</em> tsukemono pickled in soy sauce which is usually combined with vinegar and sugar; and <em>misozuke</em> pickles cultured in miso paste seasoned with mirin, garlic, and ginger. There is also <em>fukujinzuke</em>, a crunchy chutney-like seven pickle relish cured in soy sauce that is commonly served as a garnish for Japanese curry; and <em>nukazuke</em>, one of the most complicated tsukemono pickled in rice bran - the hard outer layers of rice which are roasted and mixed with salt, kombu seaweed, and water to make a mash called <em>nukamiso</em> or <em>nukadoko</em>. Apart from providing nutritional and health benefits of lactic-acid fermentation, the tangy bits of tsukemono serve an important purpose of cleansing the palate during a meal, lend refreshing tartness to counter the heaviness of umami-rich foods, and bring color, texture, and fragrance to a meal, which is why tsukemono is sometimes also called <em>konomono</em> (lit. fragrant things).</p>",27,8.455625,0.93875,2.424375,55.12125,0.043982584,Tsukemono,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/70d8a3f8fcd3479eb26d1873088af646.png,tsukemono,35.68094497,139.7597404,,,
Pierogi,"<p>These stuffed dumplings derived their name from the Russian word for pie: <em>pirog</em>. This former peasant food evolved into one of Poland's favorite dishes. Every family has their own version of pierogi filling, and the ingredients that can be used are limited only by the imagination of the chef. Pierogies can be sweet, savory, or spicy, and the most common fillings include cheese, onions, ground meat, mushrooms, potatoes, and sauerkraut. The sweet versions commonly include various berries, such as strawberries or blueberries. Traditionally, these dumplings are served as the 12th course of a traditional Polish Christmas Eve dinner. As the entire meal must be meatless, the filling usually consists of mushrooms, cabbage, and sauerkraut. Although pierogies have been made since the 13th century, it is not known where they were originally created&mdash;the Poles, Romanians, Russians, Ukrainians, Lithuanians, and Slovaks all claim they should be credited as the inventors of the pierogi. Others claim that it was brought to the West by the Tatars, and some say that the original pierogi traveled from China and reached Europe through Italy. Despite all this uncertainty, one fact is indisputable&mdash;the word <em>pierogi </em>first appeared in print in the second half of the 17th century. Today, pierogies are extremely popular throughout the country, and can be found in numerous <em>pierogarnia</em> eateries on Polish street corners. Poland also celebrates National Pierogi Day every year on October 8th, while the city of Krak&oacute;w boasts its own annual Pierogi Festival held on August 17th.</p>",27,29.725,6.205,7.795,220.7,0.035319438,Pierogi,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/4d7e2cf629e0474497e2bc9b76e0b561.png,pierogi,52.23008251,21.0090784,,,
Croque-monsieur,"<p>According to Larousse, this classic French hot sandwich consists of a thin slice of ham and melted cheese tucked between two pieces of sliced bread. The original first appeared on Parisian menus in 1910, and some claim it was invented by accident, when French workers left their lunch near a hot radiator, only to come back later and discover that the cheese in their sandwiches had melted. If you want to taste an authentic croque, the cheese must be Gruyere (mixed with bechamel in order to get Mornay sauce) and the whole sandwich needs to be saut&eacute;ed in butter until it is crispy and golden brown. The croque-monsieur is so popular that the famous novelist Proust even wrote about it in his 1918 masterpiece <em>In Search of Lost Time</em>. According to food historians, the sandwich was originally named by Michel Lunarca, the owner of a popular bistro on the Boulevard des Capucines in the early 20th-century Paris. Frustrated by his success, Lunarca's competitors began spreading rumors that he was a cannibal. When he ran out of baguettes for sandwiches one day, he used a loaf of <em>pain de mie</em> to make a toasted sandwich with cheese and bread. Upon being asked by a guest what kind of meat he used for the sandwich, he replied ""Le viande de monsieur, &eacute;videmment.""&mdash;meaning&mdash;""Human meat, obviously."" The joke made these sandwiches an instant hit, and he put them on the menu under the name they are known by today. For those who think everything tastes better with eggs, there is the <em>croque-madame</em>, a popular version of croque-monsieur topped with a fried egg, which, according to some people, represents a woman's hat.</p>",27,36.29321111,14.87725556,16.38637222,391.2570556,0.041881346,Croque-monsieur,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/1909dda580ca44088cb2e4aefef5239f.png,croque-monsieur,48.86643715,2.334293036,,,
Champon,"<p>Champon is a Japanese noodle dish and a Nagasaki specialty made by frying pork, seafood, and various vegetables in lard, then adding a chicken-pork bone soup and boiling the noodles in the combination. The dish is based on Chinese cooking and takes its inspiration from a dish originating from the Chinese province of Fujian. Its name, champon, comes from the Fujian word <em>shapon</em>, meaning <em>to eat a meal</em>. It was originally served in Nagasaki as an inexpensive, filling meal for the students of the city. The first version of the dish was a combination of pork and bamboo shoots, but eventually came to include ingredients such as squid, oysters, and shrimp.</p>",27,54.749175,10.11158,15.67657,374.6708,0.041840917,Champon,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/fd36e0ecc06c41efb07bcfd1598e9439.png,champon,32.76498801,129.885033,,,
Zhajiangmian,"<p>Zhajiangmian is a Beijing specialty consisting of wheat noodles in soybean sauce and vegetables such as summer radish and sliced cucumbers. The sauce is usually made by cooking ground pork or beef in combination with fermented soybean paste. There is also a vegetarian version of the dish that substitutes the meat with smoked tofu in the production of the sauce. Although the dish is native to China, it was embraced by the Koreans 100 years ago, when it was introduced to them by Shandong immigrants. In Korea, the dish is known as <em>ja jang myun</em>, and it is extremely popular because it is cheap, convenient, and casual. It has become so commercialized in Korea that it can even be bought in an instant ramen package.</p>",27,21.28,6.18,6.3,163,0.038650307,Zhajiangmian,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/8c924898a41c4bc09fe64c1221ce4188.png,zhajiangmian,39.92904801,116.3890539,,,
Profiterole,"<p>These chocolate-covered puff pastries are filled with either whipped cream, custard, pastry cream, or vanilla ice cream. Many theories exist about the origin of this dessert, but the most likely one traces it back to the 13th century, when the chefs who first created the puff pastry in France and southern Germany began filling them with savory cheese mixtures and herbs. Sweet versions of the dish followed, and by the 17th century, the small pastries were referred to as choux (lit. cabbage), because the pastries were visually reminiscent of heads of cabbage. By the mid-19th century, the puffs had become known as profiteroles in France and England &ndash; they were decorated to resemble swans or pyramids, and were often served with dessert wine, tea, or coffee. Regardless of the pastry&rsquo;s murky origins, one bite will be more than enough to answer your only real question &ndash; yes, they&rsquo;re delicious.</p>",27,22.79152353,12.50809412,7.703135294,239.36,0.032182216,Profiterole,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/39c7b477845a4c5bafdff08bf67501bd.png,profiterole,48.85703523,2.349014282,,,
